mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
84	83	248	248	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	765							
84	83	495/2	495/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	766							
84	83	249	249	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	767							
85	84	499/2	499/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	768					145		
85	84	251	251	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	769							
85	84	501/2	501/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	770							
85	84	252	252	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	771							
86	85	505/2	505/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	772							
86	85	254	254	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	773							
86	85	509/2	509/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	774					146		
86	85	1019/4	1019/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	775					146		
86	85	255	255	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	776					146		
86	85	1021/4	1021/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	777							
86	85	254	254	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	778							
87	86	511/2	511/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	779					147		
87	86	513/2	513/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	780							
87	86	257	257	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	781							
87	86	257	257	1.5	3/8	3/8	Chord	6/8	1	2	3/8	1/4	3/2	782							
87	86	257	257	0.0	3/8	3/8	Dynamic	6/8	2	1	0				ppp						
87	86	257	257	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	783							
